Type,"Country Code","Series Code","Description"
Country-Series,"Turkmenistan (TKM)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Turkmenistan (TKM)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Turkmenistan (TKM)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Timor-Leste (TLS)","Military expenditure (current USD) (MS.MIL.XPND.CD)","2007 SIPRI estimates."
Country-Series,"Timor-Leste (TLS)","Military expenditure (current LCU) (MS.MIL.XPND.CN)","2007 SIPRI estimates."
Country-Series,"Timor-Leste (TLS)","Military expenditure (% of general government expenditure) (MS.MIL.XPND.ZS)","2007 SIPRI estimates."
Country-Series,"Timor-Leste (TLS)","GDP, PPP (current international $) (NY.GDP.MKTP.PP.CD)","Estimates are based on regression."
Country-Series,"Timor-Leste (TLS)","GDP, PPP (constant 2011 international $) (NY.GDP.MKTP.PP.KD)","Estimates are based on regression."
Country-Series,"Timor-Leste (TLS)","GDP per capita, PPP (current international $) (NY.GDP.PCAP.PP.CD)","Estimates are based on regression."
Country-Series,"Timor-Leste (TLS)","GDP per capita, PPP (constant 2011 international $) (NY.GDP.PCAP.PP.KD)","Estimates are based on regression."
Country-Series,"Timor-Leste (TLS)","PPP conversion factor, private consumption (LCU per international $) (PA.NUS.PRVT.PP)","Estimates are based on regression."
Country-Series,"Timor-Leste (TLS)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects"
Country-Series,"Timor-Leste (TLS)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects"
Country-Series,"Timor-Leste (TLS)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Timor-Leste (TLS)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Timor-Leste (TLS)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Tonga (TON)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects"
Country-Series,"Tonga (TON)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects"
Country-Series,"Tonga (TON)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Tonga (TON)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Tonga (TON)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Trinidad and Tobago (TTO)","Military expenditure (current USD) (MS.MIL.XPND.CD)","1968-1975 highly uncertain data."
Country-Series,"Trinidad and Tobago (TTO)","Military expenditure (current LCU) (MS.MIL.XPND.CN)","1968-1975 highly uncertain data."
Country-Series,"Trinidad and Tobago (TTO)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects"
Country-Series,"Trinidad and Tobago (TTO)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects"
Country-Series,"Trinidad and Tobago (TTO)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Trinidad and Tobago (TTO)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Trinidad and Tobago (TTO)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Tunisia (TUN)","Military expenditure (current USD) (MS.MIL.XPND.CD)","1960-1964 SIPRI estimates."
Country-Series,"Tunisia (TUN)","Military expenditure (current LCU) (MS.MIL.XPND.CN)","1960-1964 SIPRI estimates."
Country-Series,"Tunisia (TUN)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects"
Country-Series,"Tunisia (TUN)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects"
Country-Series,"Tunisia (TUN)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Tunisia (TUN)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Tunisia (TUN)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Turkey (TUR)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects"
Country-Series,"Turkey (TUR)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects"
Country-Series,"Turkey (TUR)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Turkey (TUR)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Turkey (TUR)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Tanzania (TZA)","Military expenditure (current USD) (MS.MIL.XPND.CD)","1967-2002 SIPRI estimates."
Country-Series,"Tanzania (TZA)","Military expenditure (current LCU) (MS.MIL.XPND.CN)","1967-2002 SIPRI estimates."
Country-Series,"Tanzania (TZA)","Military expenditure (% of general government expenditure) (MS.MIL.XPND.ZS)","1991-2002 SIPRI estimates."
Country-Series,"Tanzania (TZA)","GDP per capita (current US$) (NY.GDP.PCAP.CD)","Covers mainland Tanzania only."
Country-Series,"Tanzania (TZA)","GDP per capita (current LCU) (NY.GDP.PCAP.CN)","Covers mainland Tanzania only."
Country-Series,"Tanzania (TZA)","GDP per capita (constant 2010 US$) (NY.GDP.PCAP.KD)","Covers mainland Tanzania only."
Country-Series,"Tanzania (TZA)","GDP per capita growth (annual %) (NY.GDP.PCAP.KD.ZG)","Covers mainland Tanzania only."
Country-Series,"Tanzania (TZA)","GDP per capita (constant LCU) (NY.GDP.PCAP.KN)","Covers mainland Tanzania only."
Country-Series,"Tanzania (TZA)","GDP per capita, PPP (current international $) (NY.GDP.PCAP.PP.CD)","Covers mainland Tanzania only."
Country-Series,"Tanzania (TZA)","GDP per capita, PPP (constant 2011 international $) (NY.GDP.PCAP.PP.KD)","Covers mainland Tanzania only."
Country-Series,"Tanzania (TZA)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects. Including Zanzibar."
Country-Series,"Tanzania (TZA)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects. Including Zanzibar."
Country-Series,"Tanzania (TZA)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Tanzania (TZA)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Tanzania (TZA)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Uganda (UGA)","Military expenditure (current USD) (MS.MIL.XPND.CD)","2015-2017 SIPRI estimates."
Country-Series,"Uganda (UGA)","Military expenditure (current LCU) (MS.MIL.XPND.CN)","2015-2018 SIPRI estimates."
Country-Series,"Uganda (UGA)","Military expenditure (% of general government expenditure) (MS.MIL.XPND.ZS)","2015-2018 SIPRI estimates."
Country-Series,"Uganda (UGA)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects"
Country-Series,"Uganda (UGA)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects"
Country-Series,"Uganda (UGA)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Uganda (UGA)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Uganda (UGA)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Ukraine (UKR)","Military expenditure (current USD) (MS.MIL.XPND.CD)","2009-2018 SIPRI estimates."
Country-Series,"Ukraine (UKR)","Military expenditure (current LCU) (MS.MIL.XPND.CN)","2009-2018 SIPRI estimates."
Country-Series,"Ukraine (UKR)","Military expenditure (% of general government expenditure) (MS.MIL.XPND.ZS)","2009-2018 SIPRI estimates."
Country-Series,"Ukraine (UKR)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
Country-Series,"Ukraine (UKR)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
Country-Series,"Ukraine (UKR)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: State Statistics Committee of Ukraine, United Nations World Population Prospects"
Country-Series,"Ukraine (UKR)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Derived using male and female life expectancy"
Country-Series,"Ukraine (UKR)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: State Statistics Committee of Ukraine, United Nations World Population Prospects"
Country-Series,"Uruguay (URY)","Military expenditure (current USD) (MS.MIL.XPND.CD)","1972-1990 SIPRI estimates."
Country-Series,"Uruguay (URY)","Military expenditure (current LCU) (MS.MIL.XPND.CN)","1972-1990 SIPRI estimates."
Country-Series,"Uruguay (URY)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects"
Country-Series,"Uruguay (URY)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects"
Country-Series,"Uruguay (URY)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Uruguay (URY)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Uruguay (URY)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: United Nations World Population Prospects"
Country-Series,"United States (USA)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
Country-Series,"United States (USA)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research."
Country-Series,"United States (USA)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: National Center for Health Statistics"
Country-Series,"United States (USA)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Derived using male and female life expectancy"
Country-Series,"United States (USA)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: National Center for Health Statistics"
Country-Series,"Uzbekistan (UZB)","Military expenditure (current USD) (MS.MIL.XPND.CD)","1994-1997 highly uncertain data."
Country-Series,"Uzbekistan (UZB)","Military expenditure (current LCU) (MS.MIL.XPND.CN)","1994-1997 highly uncertain data."
Country-Series,"Uzbekistan (UZB)","Military expenditure (% of general government expenditure) (MS.MIL.XPND.ZS)","1994-1997 highly uncertain data."
Country-Series,"Uzbekistan (UZB)","GDP, PPP (current international $) (NY.GDP.MKTP.PP.CD)","Estimates are based on regression."
Country-Series,"Uzbekistan (UZB)","GDP, PPP (constant 2011 international $) (NY.GDP.MKTP.PP.KD)","Estimates are based on regression."
Country-Series,"Uzbekistan (UZB)","GDP per capita, PPP (current international $) (NY.GDP.PCAP.PP.CD)","Estimates are based on regression."
Country-Series,"Uzbekistan (UZB)","GDP per capita, PPP (constant 2011 international $) (NY.GDP.PCAP.PP.KD)","Estimates are based on regression."
Country-Series,"Uzbekistan (UZB)","PPP conversion factor, private consumption (LCU per international $) (PA.NUS.PRVT.PP)","Estimates are based on regression."
Country-Series,"Uzbekistan (UZB)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects"
Country-Series,"Uzbekistan (UZB)","Mortality rate, adult, male (per 1,000 male adults) (SP.DYN.AMRT.MA)","Data source: United Nations World Population Prospects"
Country-Series,"Uzbekistan (UZB)","Life expectancy at birth, female (years) (SP.DYN.LE00.FE.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Uzbekistan (UZB)","Life expectancy at birth, total (years) (SP.DYN.LE00.IN)","Data source: United Nations World Population Prospects"
Country-Series,"Uzbekistan (UZB)","Life expectancy at birth, male (years) (SP.DYN.LE00.MA.IN)","Data source: United Nations World Population Prospects"
Country-Series,"St. Vincent and the Grenadines (VCT)","Mortality rate, adult, female (per 1,000 female adults) (SP.DYN.AMRT.FE)","Data source: United Nations World Population Prospects"
